time,from,to,message,translation
2020-08-13 04:59:28,lengmo,Shutd0wn,渗透的人比较紧张，最近好像没咋进，人员成本也高,"Infiltrators are more nervous, it seems that there hasn't been much progress recently, and the personnel costs are also high."
2020-08-14 00:36:37,lengmo,Shutd0wn,,
2020-08-14 00:37:46,lengmo,Shutd0wn,首席生态官,Chief Ecological Officer
2020-08-14 00:37:55,lengmo,Shutd0wn,是啥职位？[Awkward],What position is it? [Awkward]
2020-08-14 00:38:27,Shutd0wn,lengmo,就是卖脸的,It's just selling face.
2020-08-14 00:38:42,lengmo,Shutd0wn,职业混圈子的么,Professional mixed circles.
2020-08-14 03:05:50,lengmo,Shutd0wn,拉萨项目，当时真不应该买启明的设备,"Lhasa project, we really shouldn't have bought equipment from Qiming at that time."
2020-08-14 03:06:08,lengmo,Shutd0wn,又贵··现在一天打多少个电话催款··也是醉了,So expensive... How many phone calls to remind payment in one day... it's ridiculous.
2020-08-14 03:06:30,lengmo,Shutd0wn,早知道在周铁那边买，还好说点,"Should have bought it from Zhou Tie's side earlier, at least it's easier to negotiate."
2020-08-14 03:08:05,Shutd0wn,lengmo,让他们别打了啊，打了没用,"Tell them to stop fighting, it's useless to fight."
2020-08-14 03:08:10,Shutd0wn,lengmo,拉黑,Block
2020-08-14 03:08:44,Shutd0wn,lengmo,要是有问题，最多他们把设备撤回去？,"If there is a problem, at most they will withdraw the equipment?"
2020-08-14 03:08:53,Shutd0wn,lengmo,取消合同，我们重新采,"Cancel the contract, we will start over."
2020-08-14 03:09:21,Shutd0wn,lengmo,我们脸皮太薄，集成商这类事太多了，习惯了就好,"We have thin skin, there are too many things like this in the integration business, but it's okay once you get used to it."
2020-08-14 03:09:59,lengmo,Shutd0wn,[Awkward]··是啊·,Yes.
2020-08-14 03:10:02,lengmo,Shutd0wn,还贵,Still expensive
2020-08-14 03:10:15,lengmo,Shutd0wn,叶飞开始给我打电话了·,Ye Fei started calling me.
2020-08-14 03:10:20,Shutd0wn,lengmo,脸皮厚一点,Thicken your skin
2020-08-14 03:10:25,Shutd0wn,lengmo,推给财务,Recommend to finance.
2020-08-14 03:11:54,lengmo,Shutd0wn,他们也是··早知道这样，麻痹不买他们的··还便宜 8W呢,"They are also... I should have known earlier, damn it, I should not have bought their... it's cheaper, only 80 yuan."
2020-08-14 03:12:30,Shutd0wn,lengmo,你看呢，不行就取消合同,"You see, if it's not acceptable, just cancel the contract."
2020-08-14 03:12:58,Shutd0wn,lengmo,反正款是付不出的，我们一毛钱都没收到，目前垫款也不现实,"Anyway, the payment cannot be made, we haven't received a single penny, and advancing funds is currently not possible."
2020-08-14 03:13:39,lengmo,Shutd0wn,他们就在说合同签的是到货后多少天付款··哈哈··,They are discussing how many days after the arrival the payment should be made in the contract...haha...
2020-08-14 03:13:52,lengmo,Shutd0wn,取消了，估计他们也不同意估计,"Canceled, I guess they also don't agree."
2020-08-14 03:14:41,Shutd0wn,lengmo,别理他们，推给后台财务,"Don't mind them, pass it to the backend finance."
2020-08-14 03:14:46,Shutd0wn,lengmo,不行就撤销合同,Repeal the contract if it's not feasible.
2020-08-14 03:15:47,Shutd0wn,lengmo,不需要给面子,No need to save face
2020-08-14 03:17:36,lengmo,Shutd0wn,撤销合同，他们第一笔款估计不会退给我们吧,"Cancel the contract, they probably won't refund us the initial payment."
2020-08-14 03:21:39,Shutd0wn,lengmo,就这么一说,Just like that
2020-08-14 03:21:43,Shutd0wn,lengmo,肯定要退,Definitely have to retreat.
2020-08-14 03:22:05,Shutd0wn,lengmo,启明估计也缺钱,Qiming probably also lack money.
2020-08-14 03:22:15,Shutd0wn,lengmo,打给我了,You called me
2020-08-14 03:22:19,Shutd0wn,lengmo,[Facepalm],Facepalm
2020-08-14 03:22:25,lengmo,Shutd0wn,这个项目还不是··说是总代出的货,This project is not yet... it is said that the goods were purchased directly from the manufacturer.
2020-08-14 03:22:29,lengmo,Shutd0wn,总代垫的钱,Money for the total agent advance
2020-08-14 03:23:04,lengmo,Shutd0wn,启明应该收了钱的,Qiming should have received the money.
2020-08-14 03:25:52,Shutd0wn,lengmo,嗯，我和叶飞说了，只能缓缓，我们出不来钱,"Well, I told Ye Fei that we can only wait slowly, we don't have money to come out."
2020-08-14 03:26:09,lengmo,Shutd0wn,他咋说,How did he say
2020-08-14 03:26:21,lengmo,Shutd0wn,你没和他说，不行撤销合同啊,"You didn't tell him, you can't cancel the contract."
2020-08-14 03:26:47,Shutd0wn,lengmo,没说，他例行催我啊，没说到这步,"He didn't say, he just routinely urges me, he didn't say until this step."
2020-08-14 03:26:57,Shutd0wn,lengmo,表达催款意向,Expressing intention to chase payment.
2020-08-14 03:28:35,lengmo,Shutd0wn,嗯··尴尬,Awkward
2020-08-14 03:28:52,lengmo,Shutd0wn,我看了业绩的成绩，销售目前的业绩有点差,"I looked at the performance results, and the current sales performance is a bit poor."
2020-08-14 03:29:04,lengmo,Shutd0wn,基本没啥大单，或者收款,"There are basically no large orders, or payments."
2020-08-14 10:03:07,lengmo,Shutd0wn,王堰想离开一组,Wang Yan wants to leave a group.
2020-08-14 10:03:26,lengmo,Shutd0wn,今天说是和曹顶了几句,"Today, I had a few words with Cao."
2020-08-14 10:03:32,lengmo,Shutd0wn,说比较憋屈,It feels quite suffocating.
2020-08-14 10:18:27,Shutd0wn,lengmo,具体啥原因,What is the specific reason?
2020-08-14 10:19:04,lengmo,Shutd0wn,,
2020-08-14 10:19:33,lengmo,Shutd0wn,觉得不能和曹共事了,Feel like cannot work with Cao anymore
2020-08-14 10:20:43,Shutd0wn,lengmo,嗯，过来当然OK，不宜闹僵,"Well, coming over is definitely okay, it's not advisable to let things get tense."
2020-08-14 10:20:54,Shutd0wn,lengmo,本质上大家还是一伙的,"Essentially, we're all in this together."
2020-08-14 10:20:58,lengmo,Shutd0wn,是啊,Yes
2020-08-14 10:21:30,lengmo,Shutd0wn,我让他可以将精力换到后面新成立的组,I let him transfer his focus to the newly established team in the back.
2020-08-14 10:22:13,Shutd0wn,lengmo,,
2020-08-14 10:22:33,Shutd0wn,lengmo,,
2020-08-14 10:25:07,lengmo,Shutd0wn,我今天和HR 说的安排是，其实一组不仅是王堰，还有肖入荣 王健硕 张波，都是来公司好几年的人，有的都是比谢阳早，但谢阳现在手下都二三十号人了，他们还是一个人，心理肯定有想法,"The arrangement I discussed with HR today is that not only Wang Yan, but also Xiao Rurong, Wang Jianshuo, and Zhang Bo, who have been with the company for several years. Some of them have been here longer than Xie Yang, but now Xie Yang manages a team of 20 to 30 people, while they are still alone. They must have some thoughts in their minds."
2020-08-14 10:25:33,lengmo,Shutd0wn,我意思是一组新增的人，总体王堰管，但分给他们三个人带,"I mean a group of new people, overall managed by Wang Yan, but divided among them to be led by three people."
2020-08-14 10:25:56,lengmo,Shutd0wn,后面成熟了，这三个人各成了一个组,"They matured later on, and the three of them each formed a group."
2020-08-14 10:26:10,Shutd0wn,lengmo,嗯,Hmm
2020-08-14 10:26:12,lengmo,Shutd0wn,这样和二组三组就算是平衡了，都一样,"This way, groups two and three will be balanced, it's all the same."
2020-08-14 10:26:34,lengmo,Shutd0wn,让核心老员工都有归属感,Let core senior employees all have a sense of belonging.
2020-08-14 10:29:06,Shutd0wn,lengmo,对的，就是这意思,"Yes, that's what it means."
2020-08-14 10:29:28,lengmo,Shutd0wn,现在人也不好招啊,It's hard to find good people nowadays.
2020-08-14 10:43:49,Shutd0wn,lengmo,多找些人源渠道，四川都不好找其他省更别说了,"Find more sources of personnel, it's already difficult to find in Sichuan, let alone in other provinces."
2020-08-14 10:46:20,lengmo,Shutd0wn,今天HR 还在说，渗透这块，确实我们待遇竞争性不高，很多外面来成都开公司，薪资还是有竞争力，特别是信工的人，周围圈子去其他公司的比较多，然后技术部离职的一个，就是觉得他们班上有个技术不如他的，现在工资都比他高，他就有想法了,"Today, HR is still saying that when it comes to penetration, our competitive compensation is not high. Many people from outside come to Chengdu to start companies, and the salaries are still competitive, especially for people in the electronics and information engineering industry. There are more people in their circle who go to other companies, and one person who left the technical department felt that someone in their class was not as good at technology as them, but now they are earning a higher salary, so they started having thoughts."
2020-08-14 10:47:37,Shutd0wn,lengmo,可以提高，拿个方案出来讨论,"Improvements can be made, let's come up with a plan to discuss."
2020-08-14 10:48:09,lengmo,Shutd0wn,我建议还是慢慢缩短差距吧，毕竟要平衡很多,"I suggest gradually narrowing the gap, after all, there are many things to balance."
2020-08-14 10:48:28,lengmo,Shutd0wn,而且这样用人成品高很多,And using people like this will greatly improve the quality of the product.
2020-08-14 10:48:38,lengmo,Shutd0wn,逐步减小,Gradually decrease
2020-08-14 10:48:43,lengmo,Shutd0wn,每天都加点,Add a little every day.
2020-08-16 08:35:55,Shutd0wn,lengmo,你明天有安排吗,Do you have any plans for tomorrow?
2020-08-16 08:36:09,Shutd0wn,lengmo,约了奇安信公安事业部开会聊聊合作,Scheduled a meeting with Qianxin Public Security Business Department to discuss collaboration.
2020-08-16 08:36:34,lengmo,Shutd0wn,和谁？何春林啊,With whom? He Chūnlín.
2020-08-16 08:36:50,Shutd0wn,lengmo,tb组织吧，老何在的,"TB organization, Lao He is here."
2020-08-16 08:37:02,lengmo,Shutd0wn,线上啊,Online
2020-08-16 08:37:19,lengmo,Shutd0wn,TB 搀和那么积极啊,TB is so positive
2020-08-16 08:37:29,Shutd0wn,lengmo,见面会，现在大家约下时间,"Meeting, let's schedule a time now."
2020-08-16 08:37:34,Shutd0wn,lengmo,在上海开,Open in Shanghai.
2020-08-16 08:38:20,Shutd0wn,lengmo,有压力吧,Feeling stressed?
2020-08-16 08:38:35,lengmo,Shutd0wn,不是投资还没定么,Isn't the investment decision not made yet?
2020-08-16 08:38:39,lengmo,Shutd0wn,开啥开,What's opening
2020-08-16 08:39:56,Shutd0wn,lengmo,两边并行，又不是开完会就要开始做业务,"Parallel on both sides, it's not like the meeting is over and we have to start doing business."
2020-08-16 08:40:22,lengmo,Shutd0wn,那主要聊啥呢,What are we mainly talking about?
2020-08-16 08:40:28,Shutd0wn,lengmo,先看时间,Have a look at the time.
2020-08-16 08:40:43,Shutd0wn,lengmo,聊什么一会说,"What to talk about, let's speak for a while"
2020-08-16 08:41:43,Shutd0wn,lengmo,tb发的 ：早点对一下合作的事情，还有mq平台看看怎么配合。,"Please review the cooperation matters early, and also see how to cooperate with the MQ platform."
2020-08-16 08:42:27,lengmo,Shutd0wn,很积极,Very positive
2020-08-16 08:43:02,lengmo,Shutd0wn,估计这个阶段也聊不出啥，我们不可能坦诚和他们说的,"I don't think we can have a real conversation at this stage, we can't be honest with them."
2020-08-16 08:43:07,lengmo,Shutd0wn,肯定都遮遮掩掩的,Definitely all in a secretive manner.
2020-08-16 08:43:13,lengmo,Shutd0wn,没啥意义,It doesn't make any sense.
2020-08-16 08:43:51,Shutd0wn,lengmo,主要是明确意向和态度,The main thing is to be clear about intentions and attitude.
2020-08-16 08:44:01,Shutd0wn,lengmo,另外有可能的方向深入聊下,"Additionally, we could delve deeper into other possible directions."
2020-08-16 08:44:47,lengmo,Shutd0wn,现在肯定都是扯扯淡算了,Now it's definitely just chatting nonsense.
2020-08-16 08:44:59,Shutd0wn,lengmo,我问下周伟伟,I asked about Zhou Weiwei
2020-08-16 08:45:09,Shutd0wn,lengmo,时间方便的话也让他来,"If you have time, let him come."
2020-08-16 08:46:23,lengmo,Shutd0wn,嗯,Hmm
2020-08-16 08:48:49,Shutd0wn,lengmo,他还不行，日,"He's still not ready, day"
2020-08-16 08:49:11,Shutd0wn,lengmo,你订票吧，定了明天下午在上海盘古见面,"You book the tickets, I have arranged to meet at Pangu in Shanghai tomorrow afternoon."
2020-08-16 08:50:08,lengmo,Shutd0wn,明天？那么急？明天下午还约了人在公司见面,Tomorrow? So soon? I have a meeting at the office in the afternoon.
2020-08-16 08:50:12,lengmo,Shutd0wn,周二嘛,Tuesday
2020-08-16 08:50:26,lengmo,Shutd0wn,哪有他们今天约明天的,There is no such thing as making plans for tomorrow today.
2020-08-16 08:52:11,Shutd0wn,lengmo,周二上午？,Tuesday morning?
2020-08-16 08:53:19,lengmo,Shutd0wn,我周二上午飞机，下午可以谈,"I will take the plane on Tuesday morning, we can discuss in the afternoon."
2020-08-16 08:53:36,lengmo,Shutd0wn,上午早班飞机来不及,The early morning flight is running late.
2020-08-16 09:42:30,Shutd0wn,lengmo,你明天约了谁,Who did you make plans with for tomorrow?
2020-08-16 09:42:36,Shutd0wn,lengmo,能改期么,Can it be rescheduled?
2020-08-16 09:43:17,lengmo,Shutd0wn,四川厅的过来交流案件打击,Sichuan Provincial Department is here to exchange experiences in cracking down on cases.
2020-08-16 09:43:54,Shutd0wn,lengmo,几点啊,What time is it?
2020-08-16 09:44:16,lengmo,Shutd0wn,下午过来,Come over in the afternoon.
2020-08-16 09:44:33,lengmo,Shutd0wn,具体没说，说是三点过,"Specifically did not say, said it's past three o'clock."
2020-08-16 09:45:35,Shutd0wn,lengmo,能改期么，明天下午来上海对一下合作,Can it be rescheduled? Can come to Shanghai tomorrow afternoon to discuss cooperation.
2020-08-16 09:45:41,lengmo,Shutd0wn,除了周一，下周目前都可以,"Except for Monday, next week is currently free."
2020-08-16 09:46:03,lengmo,Shutd0wn,改下周其他时间不行么,Can we reschedule for another time next week?
2020-08-16 09:46:26,Shutd0wn,lengmo,何春林周二出差了,He Qunchun went on a business trip on Tuesday.
2020-08-16 09:47:01,Shutd0wn,lengmo,主要TB比较急,Mainly TB is urgent
